conglomerado,vivienda,hogar,cod_persona,sexo,edad,estado_civil,dominio_geografico,ubigeo,estrato,nivel_educativo,anios_educacion,trabajo_semana_pasada,ocupacion,categoria_ocupacional,tipo_empleador,tipo_contrato,horas_trabajadas_semanal,anios_en_ocupacion,tamano_empresa,ingreso_laboral_anual
15066,49,11,4,1,22,6,7,10701,4,8.0,3,1.0,6920,3,6,5,44,0, ,10110.0
15066,61,11,2,2,14,6,7,10701,4,5.0,2,1.0,9700,6, ,7,20,0, ,778.0
15066,72,11,5,2,64,5,7,10701,4,3.0,3,1.0,150,4,6,7,48,1, ,4307.0
15067,6,11,1,1,52,1,7,10701,4,4.0,0,1.0,8411,4,2,5,48,4,1,12825.0
15067,36,11,1,1,27,1,7,10701,4,9.0,2,1.0,4669,3,6,7,40,0, ,11027.0
15067,66,11,1,1,21,1,7,10701,4,6.0,5,1.0,4540,3,6,7,40,0,1,13904.0
15067,78,11,1,2,33,5,7,10701,4,8.0,3,1.0,3312,3,6,7,18,1,1,7014.0
15068,12,11,2,2,36,1,7,10702,5,8.0,3,1.0,8610,3,2,6,36,7,1,10526.0
15068,67,11,2,1,55,2,7,10702,5,9.0,1,1.0,112,4,6,7,28,37,1,7316.0
15068,94,11,3,1,21,6,7,10702,5,9.0,1,1.0,2599,4,6,7,50,0, ,5626.0
15069,59,11,1,2,69,5,7,10701,4,5.0,4,1.0,4782,3,6,7,84,4, ,8053.0
15070,8,11,1,2,57,5,7,10701,4,4.0,0,1.0,8411,4,2,1,48,27,1,22166.0
15070,8,11,2,1,34,6,7,10701,4,6.0,5,1.0,810,4,6,2,54,6, ,19237.0
15070,68,11,2,2,38,1,7,10701,4,7.0,3,1.0,8610,3,2,1,22,7, ,18081.0
15070,108,11,1,2,51,2,7,10701,4,3.0,0,1.0,729,4,6,7,84,0, ,18021.0
15070,108,11,2,1,57,2,7,10701,4,4.0,0,1.0,729,4,6,7,63,0, ,30035.0
15070,128,11,1,1,30,1,7,10701,4,6.0,5,1.0,4220,4,6,7,46,0, ,22386.0
15070,128,11,2,2,26,1,7,10701,4,5.0,3,1.0,9700,6, ,7,36,0, ,2863.0
15071,2,11,3,1,17,6,7,10202,5,6.0,5,1.0,4520,4,6,7,22,0, ,5180.0
15071,84,11,3,1,21,6,7,10202,5,6.0,5,1.0,4923,4,6,7,46,3, ,11396.0
15071,131,11,1,1,63,5,7,10202,5,10.0,6,1.0,8510,3,2,1,40,41, ,9706.0
15072,2,11,1,2,53,1,7,10201,4,8.0,5,1.0,8510,3,2,1,40,28,1,23600.0
15072,2,11,2,1,52,1,7,10201,4,8.0,3,1.0,8423,3,2,1,40,28, ,28092.0
15072,48,11,1,1,63,2,7,10201,4,9.0,1,1.0,4773,3,6,7,54,2,1,8506.0
15072,48,11,4,1,27,6,7,10201,4,10.0,5,1.0,4773,3,6,7,66,0,1,10662.0
15072,65,11,3,1,28,6,7,10201,4,8.0,3,1.0,4321,3,6,7,46,2, ,12818.0
15072,65,11,5,1,25,5,7,10201,4,5.0,2,1.0,122,4,6,7,48,0, ,8302.0
15072,81,11,1,2,46,6,7,10201,4,8.0,3,1.0,4773,3,6,7,48,0,1,7487.0
15072,98,11,1,2,58,3,7,10201,4,4.0,5,1.0,9700,6, ,7,40,0, ,4253.0
15073,130,11,1,1,42,1,7,10206,5,5.0,3,1.0,127,4,6,7,48,0, ,11138.0
15074,18,11,1,1,42,2,7,10702,5,10.0,6,1.0,8411,3,2,5,40,0, ,26751.0
15074,18,11,2,2,43,2,7,10702,5,10.0,5,1.0,8610,3,2,1,37,1, ,50977.0
15074,18,11,3,2,39,6,7,10702,5,11.0,1,1.0,8411,3,2,5,40,1, ,42802.0
15074,59,11,1,1,66,2,7,10702,5,6.0,5,1.0,122,4,6,7,40,48,1,11418.0
15074,88,11,1,1,47,1,7,10702,5,6.0,5,1.0,112,4,6,7,16,30,1,4671.0
15075,46,11,2,1,41,1,7,10702,5,6.0,5,1.0,4100,4,6,7,24,16,1,7003.0
15076,102,11,3,1,23,6,4,10104,6,7.0,1,1.0,4630,4,6,7,66,0, ,20902.0
15076,129,11,1,2,42,5,4,10104,6,3.0,0,1.0,150,4,6,7,32,27,1,7055.0
15076,142,11,5,1,23,6,4,10104,6,6.0,5,1.0,150,4,6,7,16,0,1,1452.0
15076,153,11,3,1,20,6,4,10104,6,9.0,1,1.0,150,4,6,7,8,7,1,847.0
15077,56,11,1,2,34,6,4,10520,7,3.0,0,1.0,127,4,6,7,48,20,1,5154.0
15077,56,11,2,1,15,6,4,10520,7,5.0,2,1.0,127,4,6,7,8,2,1,839.0
15077,170,11,1,2,38,5,4,10520,7,8.0,3,1.0,8610,3,2,2,36,7,1,39315.0
15077,173,11,2,1,17,6,4,10520,7,5.0,3,1.0,127,4,6,7,4,5,1,360.0
15078,47,11,1,1,45,2,4,10523,6,4.0,0,1.0,127,4,6,7,48,22,1,22369.0
15078,47,11,2,2,39,2,4,10523,6,3.0,0,1.0,113,4,6,7,21,29,1,4942.0
15078,47,11,3,1,18,6,4,10523,6,6.0,5,1.0,5610,3,6,7,48,0, ,7241.0
15078,47,11,4,1,14,6,4,10523,6,5.0,1,1.0,150,4,6,7,24,6,1,5722.0
15079,58,11,3,1,25,6,4,10514,7,9.0,3,1.0,5610,3,6,7,52,2, ,16723.0
15079,58,11,4,2,21,6,4,10514,7,9.0,2,1.0,9329,3,6,7,28,0, ,6007.0
15079,131,11,1,2,40,5,4,10514,7,9.0,2,1.0,4772,3,6,7,48,0,1,3244.0
15080,37,11,2,2,40,2,4,10101,8,3.0,0,1.0,150,4,6,7,16,20,1,2881.0
15080,37,11,3,1,16,6,4,10101,8,4.0,0,1.0,150,4,6,7,24,3,1,4191.0
15080,39,11,2,1,42,6,4,10101,8,3.0,0,1.0,150,4,6,7,40,17,1,3253.0
15080,40,11,5,1,21,6,4,10101,8,3.0,0,1.0,150,4,6,7,19,8,1,7334.0
15081,19,11,2,1,21,1,4,10306,7,5.0,1,1.0,150,4,6,7,24,3,5,7907.0
15081,88,11,3,1,21,6,4,10306,7,6.0,5,1.0,9329,4,6,7,18,0, ,3632.0
15082,53,11,3,2,19,6,4,10521,8,6.0,5,1.0,5610,3,6,7,72,0, ,11809.0
15082,53,11,4,1,15,6,4,10521,8,5.0,3,1.0,150,4,6,7,16,3,1,2881.0
15082,53,11,8,2,18,6,4,10521,8,6.0,5,1.0,4771,3,6,7,28,0, ,4715.0
15082,55,11,2,2,32,1,4,10521,8,4.0,0,1.0,150,4,6,7,32,0,1,5763.0
15082,55,11,3,1,14,6,4,10521,8,5.0,2,1.0,111,4,6,7,48,0, ,3872.0
15083,13,11,1,2,45,5,4,10515,6,7.0,1,1.0,8412,3,2,5,10,2,1,5330.0
15083,30,11,2,2,59,2,4,10515,6,10.0,6,1.0,8510,3,2,1,40,24,1,26590.0
15083,38,11,1,1,52,2,4,10515,6,5.0,3,1.0,150,4,6,7,56,32,1,16080.0
15083,38,11,3,1,17,6,4,10515,6,5.0,4,1.0,150,4,6,7,16,2, ,4669.0
15083,49,11,1,2,51,5,4,10515,6,11.0,2,1.0,8521,3,2,1,45,25, ,27129.0
15083,66,11,1,1,65,6,4,10515,6,1.0, ,1.0,127,4,6,7,48,45, ,5708.0
15086,13,11,2,1,24,6,4,10521,6,4.0,0,1.0,150,4,6,7,49,9,1,14028.0
15086,13,11,3,2,18,6,4,10521,6,5.0,4,1.0,150,4,6,7,2,0,1,520.0
15086,34,11,1,1,46,1,4,10521,6,4.0,0,1.0,113,4,6,7,48,23,1,11170.0
15086,34,11,2,2,35,1,4,10521,6,4.0,0,1.0,5610,4,6,7,54,0,1,9589.0
15086,34,11,4,2,16,6,4,10521,6,5.0,4,1.0,4721,3,6,7,24,0,1,6494.0
15089,137,11,1,1,54,2,4,10115,6,4.0,0,1.0,150,4,6,7,48,16,1,8029.0
15090,29,11,1,1,72,2,4,10509,8,4.0,5,1.0,150,4,6,7,16,1,1,1629.0
15090,31,11,3,1,19,6,4,10509,8,6.0,5,1.0,113,4,6,7,16,0,1,3121.0
15090,31,11,4,2,18,6,4,10509,8,7.0,1,1.0,5610,3,6,7,56,0, ,7543.0
15090,77,11,1,1,39,2,4,10509,8,3.0,0,1.0,150,4,6,7,40,22,1,6427.0
15090,83,11,3,1,18,6,4,10509,8,4.0,0,1.0,150,4,6,7,45,4, ,5166.0
15091,70,11,3,1,17,6,4,10306,7,6.0,5,1.0,5610,4,6,7,60,0, ,14373.0
15091,72,11,2,2,37,2,4,10306,7,4.0,0,1.0,150,4,6,7,14,0,1,2334.0
15091,72,11,3,2,16,6,4,10306,7,5.0,3,1.0,4771,3,6,7,24,0,1,1816.0
15091,150,11,2,2,47,2,4,10306,7,3.0,0,1.0,150,4,6,7,21,0,1,4669.0
15093,42,11,2,2,40,2,4,10114,6,6.0,5,1.0,9499,4,6,7,50,0,1,10152.0
15093,67,11,2,2,43,2,4,10114,6,7.0,1,1.0,8510,3,2,1,40,15,1,13936.0
15093,129,11,2,1,48,1,4,10114,6,4.0,0,1.0,4100,4,6,7,56,0, ,18741.0
15094,14,11,1,1,54,2,4,10506,8,4.0,0,1.0,122,4,6,7,48,10,1,9589.0
15094,15,11,2,2,51,1,4,10506,8,4.0,0,1.0,122,4,6,7,48,1,1,10667.0
15094,16,11,2,2,44,1,4,10506,8,5.0,2,1.0,122,4,6,7,48,0,1,10667.0
15094,16,11,3,1,20,6,4,10506,8,6.0,5,1.0,4330,4,6,7,48,0,1,8519.0
15094,17,11,2,2,58,2,4,10506,8,3.0,0,1.0,122,4,6,7,32,0,1,5715.0
15094,40,11,3,1,24,6,4,10506,8,6.0,5,1.0,122,4,6,7,48,0,1,13904.0
15094,40,11,4,1,19,6,4,10506,8,6.0,5,1.0,2511,4,6,7,48,0, ,11430.0
15094,40,11,5,2,18,6,4,10506,8,6.0,5,1.0,5610,4,6,7,20,0,1,5334.0
15095,28,11,3,2,24,6,4,10501,6,8.0,3,1.0,4771,3,6,7,72,0, ,7531.0
15095,28,11,5,2,19,6,4,10501,6,6.0,5,1.0,9700,6, ,7,65,0, ,4278.0
15095,52,11,1,1,52,2,4,10501,6,8.0,3,1.0,8423,3,1, ,45,31,1,29823.0
15095,77,11,1,1,56,2,4,10501,6,8.0,3,1.0,8412,3,2,1,35,34,1,24762.0
15095,101,11,1,2,40,5,4,10501,6,8.0,3,1.0,4210,4,6,7,24,0,1,2651.0
15095,113,11,1,1,32,1,4,10501,6,6.0,5,1.0,4210,4,6,2,45,0, ,16086.0
15096,88,11,3,2,21,6,4,10507,7,7.0,2,1.0,5610,3,6,7,16,0, ,6494.0
15097,61,11,1,1,31,1,4,10120,8,6.0,5,1.0,150,4,6,7,48,13,1,19164.0
15097,62,11,3,1,18,6,4,10120,8,7.0,1,1.0,150,4,6,7,40,4,1,719.0
15097,63,11,5,1,38,6,4,10120,8,4.0,0,1.0,4100,4,6,7,16,0,1,2852.0
15098,50,11,4,1,20,6,4,10506,6,6.0,5,1.0,322,4,6,7,16,0, ,1078.0
15098,59,11,1,1,59,2,4,10506,6,8.0,5,1.0,8521,3,2,1,45,31, ,39286.0
15098,67,11,1,1,56,2,4,10506,6,4.0,0,1.0,4100,4,6,7,24,0, ,5706.0
15098,76,11,3,1,17,6,4,10506,6,6.0,5,1.0,150,4,6,7,48,0, ,359.0
15101,58,11,1,1,46,2,4,10504,6,6.0,5,1.0,4210,4,6,7,46,3, ,42590.0
15103,10,11,1,1,26,1,4,10109,8,5.0,3,1.0,150,4,6,7,24,7,1,5763.0
15103,12,11,2,2,41,2,4,10109,8,1.0, ,1.0,150,4,6,7,8,31,1,1834.0
15103,12,11,4,1,15,6,4,10109,8,5.0,2,1.0,2511,4,6,7,56,0, ,4278.0
15104,5,11,1,2,41,2,4,10113,7,4.0,0,1.0,8411,3,2,5,8,1,1,6401.0
15104,5,11,3,2,22,6,4,10113,7,7.0,2,1.0,1071,4,6,7,36,0, ,5324.0
15104,5,11,4,1,20,6,4,10113,7,7.0,2,1.0,4921,4,6,7,36,0, ,7179.0
15104,6,11,2,1,26,6,4,10113,7,7.0,2,1.0,4923,4,6,7,40,0,1,5324.0
15104,8,11,3,1,19,6,4,10113,7,6.0,5,1.0,150,4,6,7,8,3,1,2154.0
15104,66,11,2,2,57,2,4,10113,7,3.0,0,1.0,150,4,6,7,32,38,1,2572.0
15104,66,11,3,1,29,6,4,10113,7,4.0,0,1.0,150,4,6,7,48,10, ,5324.0
15104,68,11,2,2,49,1,4,10113,7,3.0,0,1.0,150,4,6,7,16,6,1,2572.0
15104,69,11,3,1,27,6,4,10113,7,6.0,5,1.0,4100,4,6,7,48,0, ,4487.0
15106,11,11,1,1,56,2,7,10607,6,6.0,5,1.0,8411,4,2,1,40,18,1,9930.0
15106,11,11,3,1,22,6,7,10607,6,6.0,5,1.0,2511,4,6,7,24,3,1,8315.0
15106,45,11,1,1,47,1,7,10607,6,3.0,0,1.0,8411,4,2,2,46,4,1,11127.0
15106,62,11,1,1,67,2,7,10607,6,4.0,5,1.0,8411,4,2,1,46,8,1,11605.0
15106,97,11,1,2,50,2,7,10607,6,8.0,5,1.0,8510,3,2,1,35,5, ,19143.0
15106,115,11,2,1,53,6,7,10607,6,1.0, ,1.0,9700,6, ,7,84,5,1,6401.0
15107,162,11,1,1,57,6,7,10205,7,4.0,0,1.0,4210,4,6,7,44,0, ,10768.0
15108,59,11,1,1,58,1,7,10701,7,4.0,0,1.0,111,4,6,7,48,43,1,4552.0
15108,59,11,2,2,61,1,7,10701,7,1.0, ,1.0,111,4,6,7,48,30,1,4552.0
15108,59,11,3,2,27,6,7,10701,7,6.0,5,1.0,111,4,6,7,48,10,1,2575.0
15109,17,11,2,1,19,6,7,10705,7,7.0,2,1.0,4721,3,6,7,32,0,1,4840.0
15109,20,11,2,2,56,2,7,10705,7,4.0,0,1.0,9700,6, ,7,32,0, ,5384.0
15109,140,11,1,1,30,1,7,10705,7,4.0,0,1.0,111,4,6,7,32,12, ,6473.0
15110,135,11,1,2,47,5,7,10609,7,4.0,0,1.0,150,4,6,7,16,25, ,5166.0
15110,318,11,2,2,29,1,7,10609,7,6.0,5,1.0,9499,4,6,7,45,0, ,7509.0
15110,319,11,2,2,35,1,7,10609,7,10.0,5,1.0,1079,3,6,7,53,1,1,12855.0
15111,23,11,1,1,50,1,7,10704,8,3.0,0,1.0,112,4,6,7,40,30,1,14003.0
15111,26,11,1,1,46,5,7,10704,8,4.0,0,1.0,112,4,6,7,48,30, ,17278.0
15111,26,11,2,1,21,6,7,10704,8,6.0,5,1.0,112,4,6,7,48,4, ,18058.0
15111,50,11,3,2,25,6,7,10704,8,10.0,5,1.0,8411,3,2,5,40,1, ,16018.0
15111,50,11,4,1,19,6,7,10704,8,9.0,3,1.0,2021,3,6,7,22,0, ,10891.0
15111,52,11,2,1,20,6,7,10704,8,6.0,5,1.0,112,4,6,7,24,1, ,2280.0
15111,53,11,3,1,32,6,7,10704,8,6.0,5,1.0,112,4,6,7,46,0, ,11150.0
15112,28,11,1,1,57,5,7,10608,8,8.0,5,1.0,8510,3,2,1,30,33,1,15035.0
15112,52,11,3,1,67,6,7,10608,8,1.0, ,1.0,8412,4,2,5,40,0,1,9324.0
15112,53,11,2,1,41,6,7,10608,8,4.0,0,1.0,150,4,6,7,24,0,1,7005.0
15112,53,11,3,1,35,6,7,10608,8,3.0,0,1.0,150,4,6,7,24,0,1,7005.0
15113,15,11,1,2,44,3,7,10205,7,5.0,3,1.0,9700,6, ,7,58,1,1,3236.0
15113,99,11,1,1,30,1,7,10205,7,6.0,5,1.0,4210,4,6,2,16,0,1,12825.0
15113,100,11,1,1,22,1,7,10205,7,6.0,5,1.0,5022,4,6,7,54,0, ,18184.0
15115,10,11,2,2,35,1,7,10307,7,4.0,0,1.0,5610,4,6,7,60,0,1,11263.0
15116,64,11,1,2,38,5,7,10602,7,3.0,0,1.0,127,4,6,7,24,24, ,7014.0
15116,160,11,3,1,28,6,7,10602,7,6.0,5,1.0,127,4,6,7,48,11, ,7132.0
15116,165,11,3,1,18,6,7,10602,7,6.0,5,1.0,127,4,6,7,32,0, ,9352.0
15118,2,11,1,1,46,1,7,10701,8,1.0, ,1.0,127,4,6,7,42,26,1,2284.0
15118,6,11,3,2,17,6,7,10701,8,4.0,0,1.0,127,4,6,7,21,1,1,661.0
15118,42,11,1,1,49,1,7,10701,8,4.0,0,1.0,127,4,6,7,48,34,1,2284.0
15118,42,11,2,2,49,1,7,10701,8,3.0,0,1.0,5610,4,6,7,48,0, ,12023.0
15118,44,11,1,1,54,2,7,10701,8,3.0,0,1.0,127,4,6,7,42,34,1,3847.0
15118,45,11,1,1,46,1,7,10701,8,5.0,4,1.0,4100,4,6,7,55,36, ,11241.0
15118,46,11,1,1,47,1,7,10701,8,3.0,0,1.0,127,4,6,7,48,32,1,4809.0
15119,66,11,3,2,28,6,7,10522,6,10.0,5,1.0,7410,3,6,2,46,0,1,19309.0
15119,90,11,1,1,34,2,7,10522,6,6.0,5,1.0,4100,4,6,7,46,0,1,17378.0
15119,95,11,1,1,39,2,7,10522,6,6.0,5,1.0,4100,4,6,7,51,0, ,12913.0
15121,42,11,3,1,25,6,7,10701,7,3.0,0,1.0,112,4,6,7,48,0, ,2655.0
15121,42,11,5,1,18,6,7,10701,7,6.0,5,1.0,3100,4,6,7,72,3, ,10741.0
15121,43,11,1,1,46,1,7,10701,7,3.0,0,1.0,112,4,6,7,24,5, ,5722.0
15121,44,11,2,1,15,6,7,10701,7,5.0,3,1.0,4520,4,6,7,46,0, ,1040.0
15121,118,11,1,1,46,1,7,10701,7,11.0,2,1.0,8521,3,2,1,30,16, ,11344.0
15122,82,11,3,2,16,6,7,10706,7,5.0,3,1.0,9700,6, ,7,70,0, ,6034.0
15122,83,11,2,1,22,6,7,10706,7,9.0,4,1.0,4641,3,6,7,24,2, ,13005.0
15122,85,11,1,1,31,1,7,10706,7,6.0,5,1.0,4669,3,6,7,67,7,1,10741.0
15122,87,11,1,2,39,5,7,10706,7,3.0,0,1.0,150,4,6,7,16,21, ,3641.0
15123,5,11,2,2,40,1,7,10609,7,3.0,0,1.0,127,4,6,7,32,0,1,7252.0
15123,7,11,3,1,27,6,7,10609,7,6.0,5,1.0,4100,4,6,7,21,0,1,11396.0
15124,54,11,1,1,42,1,7,10206,8,3.0,0,1.0,112,4,6,7,48,0, ,10340.0
15124,54,11,2,2,32,1,7,10206,8,3.0,0,1.0,112,4,6,7,8,0,1,5727.0
15124,55,11,2,2,58,2,7,10206,8,1.0, ,1.0,112,4,6,7,48,10,1,14056.0
15124,55,11,3,1,18,6,7,10206,8,5.0,4,1.0,112,4,6,7,24,10, ,5166.0
15124,55,11,4,1,18,6,7,10206,8,5.0,2,1.0,112,4,6,7,48,0, ,12855.0
15124,56,11,4,2,16,1,7,10206,8,5.0,2,1.0,119,4,6,7,25,0,1,3644.0
15124,58,11,1,1,33,1,7,10206,8,4.0,0,1.0,112,4,6,7,16,0,1,8330.0
15124,58,11,3,2,14,6,7,10206,8,5.0,2,1.0,112,4,6,7,7,0,1,420.0
15124,60,11,1,1,40,1,7,10206,8,3.0,0,1.0,112,4,6,7,40,16, ,14056.0
15124,60,11,3,1,20,6,7,10206,8,6.0,5,1.0,122,4,6,2,48,0, ,10700.0
15124,60,11,4,1,16,6,7,10206,8,5.0,3,1.0,112,4,6,7,10,2,1,2645.0
15124,60,11,7,1,27,5,7,10206,8,6.0,5,1.0,119,4,6,7,40,10, ,16659.0
15126,5,11,1,2,56,3,7,10604,6,9.0,4,1.0,9700,6, ,7,36,3,1,5334.0
15127,106,11,1,1,36,1,7,10205,7,6.0,5,1.0,150,4,6,7,48,0, ,8985.0
15128,3,11,2,1,38,1,7,10702,7,3.0,0,1.0,122,4,6,7,48,10, ,10692.0
15128,131,11,1,2,24,3,7,10702,7,6.0,5,1.0,8510,3,2,5,20,0, ,7509.0
15128,133,11,1,1,29,2,7,10702,7,8.0,3,1.0,8411,3,2,6,40,3, ,11121.0
15128,133,11,2,2,30,2,7,10702,7,9.0,3,1.0,4220,3,6,7,50,9,1,17133.0
15128,134,11,3,1,17,6,7,10702,7,6.0,5,1.0,4649,4,6,7,42,0, ,10700.0
15128,135,11,3,2,16,6,7,10702,7,5.0,4,1.0,5610,3,6,7,48,0, ,8330.0
15129,65,11,1,1,51,1,7,10312,7,6.0,5,1.0,125,4,6,7,48,0, ,27716.0
15129,67,11,1,1,43,1,7,10312,7,6.0,5,1.0,4100,4,6,7,24,26,1,8288.0
15129,67,11,2,2,57,1,7,10312,7,4.0,0,1.0,150,4,6,7,16,43,1,3108.0
15129,67,11,3,2,17,6,7,10312,7,6.0,5,1.0,5610,4,6,7,60,0, ,9324.0
15129,222,11,1,2,35,5,7,10312,7,4.0,0,1.0,9700,6, ,7,40,0,1,5333.0
15129,223,11,2,2,49,2,7,10312,7,1.0, ,1.0,5610,3,6,7,98,0,1,5333.0
15130,9,11,1,1,38,1,7,10605,7,4.0,0,1.0,150,4,6,7,56,14, ,21320.0
15130,118,11,1,1,44,1,7,10605,7,4.0,0,1.0,150,4,6,7,56,28,1,9342.0
15130,118,11,3,1,31,6,7,10605,7,6.0,5,1.0,150,4,6,7,48,6, ,9342.0
15130,122,11,3,1,17,6,7,10605,7,4.0,0,1.0,150,4,6,7,24,1,1,3235.0
15130,123,11,3,1,30,5,7,10605,7,4.0,0,1.0,150,4,6,7,16,10,1,2853.0
15131,52,11,1,1,51,6,7,10701,8,3.0,0,1.0,127,4,6,7,49,20, ,9861.0
15131,59,11,2,2,27,6,7,10701,8,4.0,0,1.0,127,4,6,7,32,13,1,5709.0
15132,102,11,1,1,29,1,7,10403,7,6.0,5,1.0,5610,4,6,7,16,1, ,5195.0
15133,94,11,1,1,34,2,7,10202,7,5.0,1,1.0,4100,4,6,7,48,0, ,9884.0
15134,35,11,2,1,46,5,7,10702,7,4.0,0,1.0,112,4,6,7,49,30, ,19458.0
15134,36,11,2,1,17,6,7,10702,7,5.0,4,1.0,4630,4,6,7,1,7,1,240.0
15134,125,11,1,1,40,6,7,10702,7,1.0, ,1.0,150,4,6,7,21,22,1,5708.0
15134,126,11,1,1,43,1,7,10702,7,4.0,0,1.0,112,4,6,7,24,33,1,5708.0
15136,83,11,1,1,47,1,7,10401,8,6.0,5,1.0,8411,4,2,2,40,3,1,14127.0
15136,83,11,3,1,22,6,7,10401,8,7.0,2,1.0,4741,3,6,7,36,2, ,7214.0
15136,84,11,2,1,23,6,7,10401,8,6.0,5,1.0,4730,4,6,7,24,6, ,21401.0
15136,86,11,1,1,35,1,7,10401,8,3.0,0,1.0,322,4,6,7,26,0,1,10700.0
15136,86,11,2,2,36,1,7,10401,8,1.0, ,1.0,9499,4,6,7,40,0,1,9618.0
15137,25,11,3,1,21,6,7,10706,8,4.0,0,1.0,127,4,6,7,48,6, ,8300.0
15137,80,11,1,1,44,2,7,10706,8,10.0,7,1.0,8510,3,2,1,30,14,1,21679.0
15137,80,11,2,2,44,2,7,10706,8,11.0,2,1.0,8521,3,2,1,30,14,1,22757.0
15138,6,11,1,1,48,1,7,10301,6,4.0,0,1.0,150,4,6,7,32,28,1,5705.0
15138,51,11,1,1,27,1,7,10301,6,9.0,2,1.0,8411,3,2,5,24,0,1,10919.0
15138,78,11,3,1,29,6,7,10301,6,8.0,3,1.0,150,4,6,7,8,3,1,5339.0
15138,78,11,4,1,33,5,7,10301,6,6.0,5,1.0,150,4,6,7,24,18,1,8039.0
15138,85,11,2,2,37,6,7,10301,6,5.0,2,1.0,8411,4,2,5,40,0, ,11219.0
15139,287,11,1,1,23,1,7,10401,7,4.0,0,1.0,5610,4,6,7,54,0, ,12652.0
15140,61,11,1,1,52,1,7,10201,7,4.0,0,1.0,112,4,6,7,14,40,1,4662.0
15140,61,11,2,2,49,1,7,10201,7,4.0,0,1.0,9499,4,6,7,50,0, ,7669.0
15140,61,11,3,1,19,6,7,10201,7,6.0,5,1.0,4210,4,6,7,40,0, ,2636.0
15140,63,11,1,1,57,2,7,10201,7,4.0,0,1.0,112,4,6,7,42,32, ,13987.0
15140,63,11,3,1,23,6,7,10201,7,8.0,3,1.0,4922,3,6,7,70,1, ,10665.0
15140,64,11,1,1,48,1,7,10201,7,5.0,1,1.0,112,4,6,7,21,32, ,6993.0
15140,64,11,3,2,22,6,7,10201,7,10.0,5,1.0,6419,3,6,5,45,0, ,10905.0
15140,144,11,1,1,41,1,7,10201,7,3.0,0,1.0,122,4,6,7,24,24,1,9324.0
15140,150,11,1,1,29,2,7,10201,7,3.0,0,1.0,112,4,6,7,45,14, ,25901.0
15141,137,11,3,2,17,6,7,10703,7,6.0,5,1.0,1071,3,6,7,40,0, ,7514.0
15141,138,11,2,1,16,6,7,10703,7,4.0,0,1.0,150,4,6,7,24,1,1,3246.0
15143,63,11,1,1,51,5,7,10202,8,3.0,0,1.0,122,4,6,7,40,20,1,6993.0
15143,63,11,2,1,22,6,7,10202,8,6.0,5,1.0,122,4,6,7,14,2, ,2849.0
15143,65,11,3,1,20,6,7,10202,8,6.0,5,1.0,4921,4,6,7,32,2, ,16577.0
15144,9,11,2,1,18,6,7,10311,8,5.0,4,1.0,4100,4,6,7,16,1,1,5384.0
15144,9,11,3,1,15,6,7,10311,8,5.0,3,1.0,114,4,6,7,16,1,1,2178.0
15144,12,11,3,1,17,6,7,10311,8,7.0,1,1.0,111,4,6,7,16,3, ,4295.0
15146,19,11,1,1,31,1,7,10401,7,10.0,5,1.0,8521,3,2,2,30,0,1,25944.0
15146,19,11,2,2,32,1,7,10401,7,10.0,5,1.0,8510,3,2,2,30,0,1,7190.0
15146,41,11,4,1,27,1,7,10401,7,8.0,5,1.0,8510,3,2,2,30,0,1,32474.0
15146,41,11,5,2,27,1,7,10401,7,8.0,5,1.0,8510,3,2,2,40,0,1,22888.0
15146,43,11,2,1,32,1,7,10401,7,1.0, ,1.0,122,4,6,7,24,14,1,4793.0
15147,2,11,1,1,42,1,7,10201,7,6.0,5,1.0,4210,4,6,2,47,0, ,22253.0
15147,3,11,1,1,52,2,7,10201,7,4.0,0,1.0,113,4,6,7,24,27,1,6982.0
15147,4,11,1,1,66,2,7,10201,7,3.0,0,1.0,1920,4,3,6,91,0, ,23450.0
15147,4,11,3,1,43,6,7,10201,7,4.0,0,1.0,1920,3,3,6,54,0, ,8136.0
15147,101,11,1,1,36,1,7,10201,7,5.0,2,1.0,113,4,6,7,21,12,1,4138.0
15147,102,11,1,1,53,2,7,10201,7,4.0,0,1.0,150,4,6,7,16,33,1,2845.0
15149,148,11,2,2,23,6,7,10612,7,7.0,4,1.0,5610,3,6,7,98,0, ,6532.0
15149,151,11,4,2,14,6,7,10612,7,5.0,2,1.0,9700,6, ,7,60,0, ,3267.0
15150,121,11,2,1,21,1,7,10401,8,4.0,0,1.0,4799,4,6,7,48,0, ,11120.0
15151,6,11,1,1,48,1,7,10301,8,4.0,0,1.0,111,4,6,7,48,25, ,11193.0
15151,53,11,3,1,32,6,7,10301,8,4.0,0,1.0,150,4,6,7,35,10,1,3644.0
15153,85,11,1,2,51,5,7,10401,7,9.0,3,1.0,8521,3,2,1,48,33,1,19068.0
15153,86,11,1,1,36,1,7,10401,7,5.0,3,1.0,127,4,6,7,48,13, ,14046.0
15154,3,11,1,1,34,1,7,10704,7,3.0,0,1.0,112,4,6,7,25,20,1,11158.0
15154,5,11,1,1,60,2,7,10704,7,3.0,3,1.0,112,4,6,7,16,40,1,8304.0
15154,94,11,2,1,19,6,7,10704,7,5.0,4,1.0,119,4,6,7,48,0, ,14013.0
15154,104,11,1,2,51,5,7,10704,7,11.0,2,1.0,8510,3,2,1,25,22,1,28134.0
